0.2006,0.000844,1
0.071587,0.23251,2
-0.25971,-0.11191,3
-0.074122,-0.12129,4
0.19576,-0.068846,5
0.56693,-0.037512,6
-0.08203,0.23914,7
0.32289,0.0037137,8
-0.20109,-0.11277,9
0.048339,0.14829,10
-0.048481,-0.31879,11
0.079499,0.13987,12
-0.11638,-0.048247,13
-0.3321,0.49985,14
-0.063265,-0.15159,15
0.10273,0.09897,16
-0.11826,0.027539,17
-0.043072,-0.25252,18
0.093925,0.20456,19
0.12599,-0.52016,20
-0.1714,-0.4547,21
-0.062704,-0.30598,22
0.20341,0.30505,23
0.07728,0.2299,24
-0.31493,-0.29238,25
0.36165,-0.041999,26
-0.14407,-0.17369,27
-0.16322,0.054496,28
-0.33262,0.49097,29
-0.025615,-0.20483,30
-0.023998,0.45532,31
-0.075401,-0.10871,32
-0.19617,-0.15232,33
-0.38798,0.14244,34
0.70385,0.16568,35
0.35066,0.065373,36
-0.083877,-0.34286,37
-0.026841,-0.16152,38
0.083855,-0.2028,39
-0.0028358,-0.11974,40
-0.13326,-0.18273,41
1.5123,0.71647,42
0.23691,0.50296,43
1.7814,0.00029744,44
-0.62191,-0.076202,45
-1.4646,0.35141,46
-1.1601,-0.79177,47
-1.0747,-1.1103,48
-1.6493,-2.482,49
-1.7043,-3.3591,50
-2.2804,-4.6485,51
-2.1201,-4.5623,52
-2.4322,-3.8816,53
-2.8841,-2.7767,54
-2.9908,-3.0364,55
-4.3605,-1.002,56
-4.1774,-2.2458,57
-4.3586,-1.5345,58
-4.6909,-1.4503,59
-4.1189,-1.5947,60
-4.7207,-1.4413,61
-4.3037,-1.9214,62
-4.3049,-1.3997,63
-4.0432,-1.3989,64
-4.8881,-1.5071,65
-4.0262,-1.5893,66
-4.362,-1.608,67
-4.5428,-1.9051,68
-4.2427,-1.2508,69
-4.1862,-1.3583,70
-4.3398,-1.7608,71
-4.584,-1.852,72
-3.9588,-1.5968,73
-4.1946,-1.3477,74
-4.4058,-1.3123,75
-3.9565,-1.3819,76
-4.1549,-1.3274,77
-4.5368,-1.0968,78
-4.0956,-1.905,79
-4.6602,-1.3971,80
-4.4878,-1.5195,81
-4.2053,-1.6818,82
-4.1446,-1.3393,83
-4.2242,-1.5081,84
-4.6923,-1.2264,85
-4.0494,-1.7484,86
-3.9459,-1.7048,87
-3.9679,-1.4055,88
-4.3739,-1.7142,89
-4.3327,-1.4785,90
-4.4784,-1.6007,91
-4.1822,-1.2506,92
-4.1818,-1.4048,93
-4.4209,-1.6019,94
-4.0258,-1.656,95
-4.0416,-1.6014,96
-4.0871,-0.94749,97
-4.4167,-1.5184,98
-4.5534,-1.5541,99
-4.0883,-1.553,100
-3.9025,-1.1525,101
-4.5421,-1.9115,102
-4.7566,-1.2469,103
-3.9051,-1.6749,104
-4.2551,-1.5707,105
-3.9655,-1.3485,106
-4.0104,-1.7256,107
-4.5254,-1.4073,108
-4.3416,-1.5242,109
-4.4358,-1.8336,110
-4.1987,-1.4619,111
-3.9682,-1.3712,112
-4.2276,-1.3578,113
-4.7313,-1.639,114
-3.9521,-1.5106,115
-4.2401,-1.3614,116
-4.348,-1.3822,117
-4.7321,-1.5978,118
-4.1533,-1.8039,119
-4.1834,-1.4431,120
-4.1616,-1.4326,121
-4.4926,-1.1567,122
-4.4113,-1.8698,123
-4.4548,-1.5896,124
-3.823,-1.4054,125
-4.4324,-1.5305,126
-4.2866,-1.0328,127
-4.4487,-1.5926,128
-4.0279,-2.0591,129
-4.2435,-1.3363,130
-4.2237,-1.8337,131
-4.0212,-1.1996,132
-4.0829,-1.4125,133
-4.057,-1.5872,134
-4.739,-1.7358,135
-4.1893,-1.0728,136
-4.0149,-1.4345,137
-4.1589,-1.6211,138
-4.03,-1.6692,139
-3.7451,-1.549,140
-3.9489,-1.2133,141
-4.5031,-1.0604,142
-4.4346,-1.5005,143
-4.2691,-1.407,144
-4.3908,-1.4313,145
-4.2591,-1.8921,146
-3.9537,-1.474,147
-4.3648,-1.6232,148
-4.3075,-1.6068,149
-4.2939,-1.5421,150
-4.1666,-2.2066,151
-4.3998,-1.2621,152
-6.1887,-1.6481,153
-6.2689,-2.633,154
-5.7901,-3.5242,155
-6.3183,-2.1309,156
-6.2243,-3.4408,157
-6.0188,-3.0513,158
-6.5499,-3.3035,159
-5.8802,-3.1209,160
-5.6708,-3.678,161
-5.9987,-4.2718,162
-6.4953,-4.3841,163
-5.3545,-4.7087,164
-5.3407,-4.1131,165
-6.2094,-4.0813,166
-6.1762,-2.7107,167
-6.843,-4.1,168
-6.1737,-4.0223,169
-6.3237,-3.6402,170
-5.6093,-4.0184,171
-6.675,-5.1772,172
-6.9931,-5.4695,173
-7.4135,-5.2255,174
-6.8754,-3.4472,175
-7.5209,-5.8638,176
-9.635,-5.6988,177
-7.4779,-5.6188,178
-7.6258,-5.4471,179
-7.984,-6.4194,180
-8.7773,-7.2511,181
-8.9425,-7.0513,182
-9.5707,-6.4885,183
-8.4888,-6.1923,184
-8.9245,-6.3835,185
-9.7926,-6.8761,186
-10.047,-5.8863,187
-9.091,-6.6309,188
-8.216,-6.4865,189
-6.8643,-6.0082,190
-6.5702,-6.9148,191
-5.294,-7.9876,192
-4.1824,-7.5201,193
-4.2185,-8.6086,194
-4.6257,-8.0815,195
-3.9529,-8.2283,196
-5.2758,-8.65,197
-4.976,-8.9669,198
-5.0458,-9.5443,199
-4.3692,-8.9633,200
-3.794,-9.357,201
-3.3237,-8.5845,202
-2.7851,-8.6183,203
-3.1371,-8.6511,204
-3.4847,-8.4602,205
-3.1948,-8.6804,206
-2.833,-8.9134,207
-3.2065,-8.7794,208
-2.6655,-8.3773,209
-3.2629,-8.2243,210
-3.2567,-8.1983,211
-3.3221,-7.9389,212
-2.8088,-8.7325,213
-3.2163,-8.1604,214
-2.9832,-8.4602,215
-3.4658,-8.5885,216
-3.2145,-8.5789,217
-2.9267,-8.2714,218
-3.3799,-8.3274,219
-3.069,-8.9012,220
-2.9526,-8.2398,221
-2.6652,-8.2864,222
-2.9309,-8.5345,223
-2.8595,-8.7085,224
-3.1635,-8.659,225
-3.216,-8.7681,226
-3.0675,-8.491,227
-3.2894,-8.57,228
-2.8186,-8.5521,229
-2.8995,-8.4275,230
-2.8558,-8.5487,231
-2.7861,-8.8758,232
-3.1059,-8.6191,233
-3.2156,-8.6015,234
-2.9579,-8.8801,235
-2.8116,-8.2723,236
-2.8802,-8.9855,237
-2.8598,-8.3806,238
-2.7288,-8.5481,239
-3.0117,-8.5643,240
-2.7994,-8.3279,241
-3.0835,-8.5502,242
-2.8963,-8.5322,243
-3.4087,-8.6829,244
-2.7204,-8.2162,245
-3.4954,-8.2476,246
-3.0327,-8.3189,247
-3.1616,-8.3551,248
-3.3515,-8.3095,249
-3.0023,-8.317,250
-3.0031,-8.3872,251
-2.751,-8.3317,252
-3.0487,-8.6449,253
-2.9458,-8.4724,254
-3.0239,-8.3506,255
-2.7378,-8.6487,256
-2.8166,-8.4791,257
-3.0782,-8.5231,258
-3.0517,-8.1892,259
-2.665,-8.3688,260
